1###I,1456, 1558, 2116, 2215, 2740, 2857
1###II,1456, 1558, 2116, 2215, 2740, 2857
1###III,1456, 1558, 2116, 2215, 2740, 2857
1###AVR,1456, 1558, 2116, 2215, 2740, 2857
1###AVL,1456, 1558, 2116, 2215, 2740, 2857
1###AVF,1456, 1558, 2116, 2215, 2740, 2857
1###V1,1456, 1558, 2116, 2215, 2740, 2857
1###V2,1456, 1558, 2116, 2215, 2740, 2857
1###V3,1456, 1558, 2116, 2215, 2740, 2857
1###V4,1456, 1558, 2116, 2215, 2740, 2857
1###V5,1456, 1558, 2116, 2215, 2740, 2857
1###V6,1456, 1558, 2116, 2215, 2740, 2857
10###I,1286, 1377, 1773, 1861, 2256, 2337
10###II,1286, 1377, 1773, 1861, 2256, 2337
10###III,1286, 1377, 1773, 1861, 2256, 2337
10###AVR,1286, 1377, 1773, 1861, 2256, 2337
10###AVL,1286, 1377, 1773, 1861, 2256, 2337
10###AVF,1286, 1377, 1773, 1861, 2256, 2337
10###V1,1286, 1377, 1773, 1861, 2256, 2337
10###V2,1286, 1377, 1773, 1861, 2256, 2337
10###V3,1286, 1377, 1773, 1861, 2256, 2337
10###V4,1286, 1377, 1773, 1861, 2256, 2337
10###V5,1286, 1377, 1773, 1861, 2256, 2337
10###V6,1286, 1377, 1773, 1861, 2256, 2337
100###I,1168, 1281, 1625, 1720, 2061, 2167
100###II,1168, 1281, 1625, 1720, 2061, 2167
100###III,1168, 1281, 1625, 1720, 2061, 2167
100###AVR,1168, 1281, 1625, 1720, 2061, 2167
100###AVL,1168, 1281, 1625, 1720, 2061, 2167
100###AVF,1168, 1281, 1625, 1720, 2061, 2167
100###V1,1168, 1281, 1625, 1720, 2061, 2167
100###V2,1168, 1281, 1625, 1720, 2061, 2167
100###V3,1168, 1281, 1625, 1720, 2061, 2167
100###V4,1168, 1281, 1625, 1720, 2061, 2167
100###V5,1168, 1281, 1625, 1720, 2061, 2167
100###V6,1168, 1281, 1625, 1720, 2061, 2167
101###I,983, 1089, 1489, 1602, 1898, 2012
101###II,983, 1089, 1489, 1602, 1898, 2012
101###III,983, 1089, 1489, 1602, 1898, 2012
101###AVR,983, 1089, 1489, 1602, 1898, 2012
101###AVL,983, 1089, 1489, 1602, 1898, 2012
101###AVF,983, 1089, 1489, 1602, 1898, 2012
101###V1,983, 1089, 1489, 1602, 1898, 2012
101###V2,983, 1089, 1489, 1602, 1898, 2012
101###V3,983, 1089, 1489, 1602, 1898, 2012
101###V4,983, 1089, 1489, 1602, 1898, 2012
101###V5,983, 1089, 1489, 1602, 1898, 2012
101###V6,983, 1089, 1489, 1602, 1898, 2012
102###I,1345, 1436, 1795, 1883, 2249, 2333
102###II,1345, 1436, 1795, 1883, 2249, 2333
102###III,1345, 1436, 1795, 1883, 2249, 2333
102###AVR,1345, 1436, 1795, 1883, 2249, 2333
102###AVL,1345, 1436, 1795, 1883, 2249, 2333
102###AVF,1345, 1436, 1795, 1883, 2249, 2333
102###V1,1345, 1436, 1795, 1883, 2249, 2333
102###V2,1345, 1436, 1795, 1883, 2249, 2333
102###V3,1345, 1436, 1795, 1883, 2249, 2333
102###V4,1345, 1436, 1795, 1883, 2249, 2333
102###V5,1345, 1436, 1795, 1883, 2249, 2333
102###V6,1345, 1436, 1795, 1883, 2249, 2333
103###I,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###II,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###III,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###AVR,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###AVL,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###AVF,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###V1,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###V2,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###V3,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###V4,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###V5,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
103###V6,1260, 1359, 1585, 1669, 1814, 1916, 2293, 2366
104###I,832, 949, 1286, 1396, 1755, 1872
104###II,832, 949, 1286, 1396, 1755, 1872
104###III,832, 949, 1286, 1396, 1755, 1872
104###AVR,832, 949, 1286, 1396, 1755, 1872
104###AVL,832, 949, 1286, 1396, 1755, 1872
104###AVF,832, 949, 1286, 1396, 1755, 1872
104###V1,832, 949, 1286, 1396, 1755, 1872
104###V2,832, 949, 1286, 1396, 1755, 1872
104###V3,832, 949, 1286, 1396, 1755, 1872
104###V4,832, 949, 1286, 1396, 1755, 1872
104###V5,832, 949, 1286, 1396, 1755, 1872
104###V6,832, 949, 1286, 1396, 1755, 1872
105###I,1496, 1573, 1695, 1798, 1954, 2034
105###II,1496, 1573, 1695, 1798, 1954, 2034
105###III,1496, 1573, 1695, 1798, 1954, 2034
105###AVR,1496, 1573, 1695, 1798, 1954, 2034
105###AVL,1496, 1573, 1695, 1798, 1954, 2034
105###AVF,1496, 1573, 1695, 1798, 1954, 2034
105###V1,1496, 1573, 1695, 1798, 1954, 2034
105###V2,1496, 1573, 1695, 1798, 1954, 2034
105###V3,1496, 1573, 1695, 1798, 1954, 2034
105###V4,1496, 1573, 1695, 1798, 1954, 2034
105###V5,1496, 1573, 1695, 1798, 1954, 2034
105###V6,1496, 1573, 1695, 1798, 1954, 2034
106###I,533, 646, 968, 1089, 1315, 1432
106###II,533, 646, 968, 1089, 1315, 1432
106###III,533, 646, 968, 1089, 1315, 1432
106###AVR,533, 646, 968, 1089, 1315, 1432
106###AVL,533, 646, 968, 1089, 1315, 1432
106###AVF,533, 646, 968, 1089, 1315, 1432
106###V1,533, 646, 968, 1089, 1315, 1432
106###V2,533, 646, 968, 1089, 1315, 1432
106###V3,533, 646, 968, 1089, 1315, 1432
106###V4,533, 646, 968, 1089, 1315, 1432
106###V5,533, 646, 968, 1089, 1315, 1432
106###V6,533, 646, 968, 1089, 1315, 1432
107###I,749, 853, 1245, 1351, 1744, 1846
107###II,749, 853, 1245, 1351, 1744, 1846
107###III,749, 853, 1245, 1351, 1744, 1846
107###AVR,749, 853, 1245, 1351, 1744, 1846
107###AVL,749, 853, 1245, 1351, 1744, 1846
107###AVF,749, 853, 1245, 1351, 1744, 1846
107###V1,749, 853, 1245, 1351, 1744, 1846
107###V2,749, 853, 1245, 1351, 1744, 1846
107###V3,749, 853, 1245, 1351, 1744, 1846
107###V4,749, 853, 1245, 1351, 1744, 1846
107###V5,749, 853, 1245, 1351, 1744, 1846
107###V6,749, 853, 1245, 1351, 1744, 1846
108###I,1005, 1105, 1388, 1481, 1758, 1854
108###II,1005, 1105, 1388, 1481, 1758, 1854
108###III,1005, 1105, 1388, 1481, 1758, 1854
108###AVR,1005, 1105, 1388, 1481, 1758, 1854
108###AVL,1005, 1105, 1388, 1481, 1758, 1854
108###AVF,1005, 1105, 1388, 1481, 1758, 1854
108###V1,1005, 1105, 1388, 1481, 1758, 1854
108###V2,1005, 1105, 1388, 1481, 1758, 1854
108###V3,1005, 1105, 1388, 1481, 1758, 1854
108###V4,1005, 1105, 1388, 1481, 1758, 1854
108###V5,1005, 1105, 1388, 1481, 1758, 1854
108###V6,1005, 1105, 1388, 1481, 1758, 1854
109###I,1110, 1187, 1492, 1568, 1835, 1904
109###II,1110, 1187, 1492, 1568, 1835, 1904
109###III,1110, 1187, 1492, 1568, 1835, 1904
109###AVR,1110, 1187, 1492, 1568, 1835, 1904
109###AVL,1110, 1187, 1492, 1568, 1835, 1904
109###AVF,1110, 1187, 1492, 1568, 1835, 1904
109###V1,1110, 1187, 1492, 1568, 1835, 1904
109###V2,1110, 1187, 1492, 1568, 1835, 1904
109###V3,1110, 1187, 1492, 1568, 1835, 1904
109###V4,1110, 1187, 1492, 1568, 1835, 1904
109###V5,1110, 1187, 1492, 1568, 1835, 1904
109###V6,1110, 1187, 1492, 1568, 1835, 1904
11###I,1378, 1473, 1873, 1993, 2372, 2494
11###II,1378, 1473, 1873, 1993, 2372, 2494
11###III,1378, 1473, 1873, 1993, 2372, 2494
11###AVR,1378, 1473, 1873, 1993, 2372, 2494
11###AVL,1378, 1473, 1873, 1993, 2372, 2494
11###AVF,1378, 1473, 1873, 1993, 2372, 2494
11###V1,1378, 1473, 1873, 1993, 2372, 2494
11###V2,1378, 1473, 1873, 1993, 2372, 2494
11###V3,1378, 1473, 1873, 1993, 2372, 2494
11###V4,1378, 1473, 1873, 1993, 2372, 2494
11###V5,1378, 1473, 1873, 1993, 2372, 2494
11###V6,1378, 1473, 1873, 1993, 2372, 2494
110###I,1660, 1747, 1905, 2007, 2286, 2377
110###II,1660, 1747, 1905, 2007, 2286, 2377
110###III,1660, 1747, 1905, 2007, 2286, 2377
110###AVR,1660, 1747, 1905, 2007, 2286, 2377
110###AVL,1660, 1747, 1905, 2007, 2286, 2377
110###AVF,1660, 1747, 1905, 2007, 2286, 2377
110###V1,1660, 1747, 1905, 2007, 2286, 2377
110###V2,1660, 1747, 1905, 2007, 2286, 2377
110###V3,1660, 1747, 1905, 2007, 2286, 2377
110###V4,1660, 1747, 1905, 2007, 2286, 2377
110###V5,1660, 1747, 1905, 2007, 2286, 2377
110###V6,1660, 1747, 1905, 2007, 2286, 2377
111###I,1052, 1145, 1551, 1644, 2056, 2146
111###II,1052, 1145, 1551, 1644, 2056, 2146
111###III,1052, 1145, 1551, 1644, 2056, 2146
111###AVR,1052, 1145, 1551, 1644, 2056, 2146
111###AVL,1052, 1145, 1551, 1644, 2056, 2146
111###AVF,1052, 1145, 1551, 1644, 2056, 2146
111###V1,1052, 1145, 1551, 1644, 2056, 2146
111###V2,1052, 1145, 1551, 1644, 2056, 2146
111###V3,1052, 1145, 1551, 1644, 2056, 2146
111###V4,1052, 1145, 1551, 1644, 2056, 2146
111###V5,1052, 1145, 1551, 1644, 2056, 2146
111###V6,1052, 1145, 1551, 1644, 2056, 2146
112###I,915, 1004, 1555, 1630, 1807, 1868
112###II,915, 1004, 1555, 1630, 1807, 1868
112###III,915, 1004, 1555, 1630, 1807, 1868
112###AVR,915, 1004, 1555, 1630, 1807, 1868
112###AVL,915, 1004, 1555, 1630, 1807, 1868
112###AVF,915, 1004, 1555, 1630, 1807, 1868
112###V1,915, 1004, 1555, 1630, 1807, 1868
112###V2,915, 1004, 1555, 1630, 1807, 1868
112###V3,915, 1004, 1555, 1630, 1807, 1868
112###V4,915, 1004, 1555, 1630, 1807, 1868
112###V5,915, 1004, 1555, 1630, 1807, 1868
112###V6,915, 1004, 1555, 1630, 1807, 1868
113###I,955, 1053, 1440, 1544, 1956, 2049
113###II,955, 1053, 1440, 1544, 1956, 2049
113###III,955, 1053, 1440, 1544, 1956, 2049
113###AVR,955, 1053, 1440, 1544, 1956, 2049
113###AVL,955, 1053, 1440, 1544, 1956, 2049
113###AVF,955, 1053, 1440, 1544, 1956, 2049
113###V1,955, 1053, 1440, 1544, 1956, 2049
113###V2,955, 1053, 1440, 1544, 1956, 2049
113###V3,955, 1053, 1440, 1544, 1956, 2049
113###V4,955, 1053, 1440, 1544, 1956, 2049
113###V5,955, 1053, 1440, 1544, 1956, 2049
113###V6,955, 1053, 1440, 1544, 1956, 2049
114###I,828, 918, 1168, 1258, 1498, 1584
114###II,828, 918, 1168, 1258, 1498, 1584
114###III,828, 918, 1168, 1258, 1498, 1584
114###AVR,828, 918, 1168, 1258, 1498, 1584
114###AVL,828, 918, 1168, 1258, 1498, 1584
114###AVF,828, 918, 1168, 1258, 1498, 1584
114###V1,828, 918, 1168, 1258, 1498, 1584
114###V2,828, 918, 1168, 1258, 1498, 1584
114###V3,828, 918, 1168, 1258, 1498, 1584
114###V4,828, 918, 1168, 1258, 1498, 1584
114###V5,828, 918, 1168, 1258, 1498, 1584
114###V6,828, 918, 1168, 1258, 1498, 1584
115###I,1007, 1131, 1543, 1671, 2094, 2222
115###II,1007, 1131, 1543, 1671, 2094, 2222
115###III,1007, 1131, 1543, 1671, 2094, 2222
115###AVR,1007, 1131, 1543, 1671, 2094, 2222
115###AVL,1007, 1131, 1543, 1671, 2094, 2222
115###AVF,1007, 1131, 1543, 1671, 2094, 2222
115###V1,1007, 1131, 1543, 1671, 2094, 2222
115###V2,1007, 1131, 1543, 1671, 2094, 2222
115###V3,1007, 1131, 1543, 1671, 2094, 2222
115###V4,1007, 1131, 1543, 1671, 2094, 2222
115###V5,1007, 1131, 1543, 1671, 2094, 2222
115###V6,1007, 1131, 1543, 1671, 2094, 2222
116###I,1033, 1137, 1368, 1469, 1702, 1802
116###II,1033, 1137, 1368, 1469, 1702, 1802
116###III,1033, 1137, 1368, 1469, 1702, 1802
116###AVR,1033, 1137, 1368, 1469, 1702, 1802
116###AVL,1033, 1137, 1368, 1469, 1702, 1802
116###AVF,1033, 1137, 1368, 1469, 1702, 1802
116###V1,1033, 1137, 1368, 1469, 1702, 1802
116###V2,1033, 1137, 1368, 1469, 1702, 1802
116###V3,1033, 1137, 1368, 1469, 1702, 1802
116###V4,1033, 1137, 1368, 1469, 1702, 1802
116###V5,1033, 1137, 1368, 1469, 1702, 1802
116###V6,1033, 1137, 1368, 1469, 1702, 1802
117###I,973, 1053, 1303, 1383, 1623, 1707
117###II,973, 1053, 1303, 1383, 1623, 1707
117###III,973, 1053, 1303, 1383, 1623, 1707
117###AVR,973, 1053, 1303, 1383, 1623, 1707
117###AVL,973, 1053, 1303, 1383, 1623, 1707
117###AVF,973, 1053, 1303, 1383, 1623, 1707
117###V1,973, 1053, 1303, 1383, 1623, 1707
117###V2,973, 1053, 1303, 1383, 1623, 1707
117###V3,973, 1053, 1303, 1383, 1623, 1707
117###V4,973, 1053, 1303, 1383, 1623, 1707
117###V5,973, 1053, 1303, 1383, 1623, 1707
117###V6,973, 1053, 1303, 1383, 1623, 1707
118###I,989, 1071, 1446, 1530, 1905, 1983
118###II,989, 1071, 1446, 1530, 1905, 1983
118###III,989, 1071, 1446, 1530, 1905, 1983
118###AVR,989, 1071, 1446, 1530, 1905, 1983
118###AVL,989, 1071, 1446, 1530, 1905, 1983
118###AVF,989, 1071, 1446, 1530, 1905, 1983
118###V1,989, 1071, 1446, 1530, 1905, 1983
118###V2,989, 1071, 1446, 1530, 1905, 1983
118###V3,989, 1071, 1446, 1530, 1905, 1983
118###V4,989, 1071, 1446, 1530, 1905, 1983
118###V5,989, 1071, 1446, 1530, 1905, 1983
118###V6,989, 1071, 1446, 1530, 1905, 1983
119###I,1243, 1322, 1724, 1814, 2229, 2311
119###II,1243, 1322, 1724, 1814, 2229, 2311
119###III,1243, 1322, 1724, 1814, 2229, 2311
119###AVR,1243, 1322, 1724, 1814, 2229, 2311
119###AVL,1243, 1322, 1724, 1814, 2229, 2311
119###AVF,1243, 1322, 1724, 1814, 2229, 2311
119###V1,1243, 1322, 1724, 1814, 2229, 2311
119###V2,1243, 1322, 1724, 1814, 2229, 2311
119###V3,1243, 1322, 1724, 1814, 2229, 2311
119###V4,1243, 1322, 1724, 1814, 2229, 2311
119###V5,1243, 1322, 1724, 1814, 2229, 2311
119###V6,1243, 1322, 1724, 1814, 2229, 2311
12###I,872, 958, 1434, 1510, 1982, 2059
12###II,872, 958, 1434, 1510, 1982, 2059
12###III,872, 958, 1434, 1510, 1982, 2059
12###AVR,872, 958, 1434, 1510, 1982, 2059
12###AVL,872, 958, 1434, 1510, 1982, 2059
12###AVF,872, 958, 1434, 1510, 1982, 2059
12###V1,872, 958, 1434, 1510, 1982, 2059
12###V2,872, 958, 1434, 1510, 1982, 2059
12###V3,872, 958, 1434, 1510, 1982, 2059
12###V4,872, 958, 1434, 1510, 1982, 2059
12###V5,872, 958, 1434, 1510, 1982, 2059
12###V6,872, 958, 1434, 1510, 1982, 2059
120###I,917, 996, 1430, 1508, 1952, 2027
120###II,917, 996, 1430, 1508, 1952, 2027
120###III,917, 996, 1430, 1508, 1952, 2027
120###AVR,917, 996, 1430, 1508, 1952, 2027
120###AVL,917, 996, 1430, 1508, 1952, 2027
120###AVF,917, 996, 1430, 1508, 1952, 2027
120###V1,917, 996, 1430, 1508, 1952, 2027
120###V2,917, 996, 1430, 1508, 1952, 2027
120###V3,917, 996, 1430, 1508, 1952, 2027
